Attrition,YearsAtCompany,Age,Department,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,7,36,Research & Development,4,Life Sciences,Male,1,1,Laboratory Technician,3,Divorced,2741,No,14,3,7,4,3,7,1,7
No,7,36,Research & Development,3,Technical Degree,Female,1,3,Manufacturing Director,1,Divorced,10252,Yes,21,4,17,2,3,7,7,7
No,7,29,Research & Development,3,Life Sciences,Female,2,4,Research Director,4,Divorced,16124,No,14,3,9,2,2,7,1,7
No,7,51,Research & Development,2,Medical,Female,2,1,Laboratory Technician,3,Single,2838,No,14,3,8,6,2,0,7,7
Yes,7,29,Research & Development,3,Technical Degree,Female,3,1,Laboratory Technician,3,Divorced,3339,Yes,13,3,10,2,3,7,7,7
No,7,36,Research & Development,4,Technical Degree,Female,3,3,Healthcare Representative,3,Married,7094,No,12,3,10,0,3,7,1,7
No,7,46,Human Resources,2,Life Sciences,Female,3,1,Human Resources,1,Single,3423,No,12,3,10,3,4,6,5,7
No,7,56,Human Resources,4,Life Sciences,Male,3,5,Manager,2,Single,19717,No,14,3,36,4,3,3,7,7
No,7,38,Sales,2,Life Sciences,Female,3,2,Sales Executive,1,Divorced,6893,No,15,3,11,3,3,7,1,7
No,7,26,Research & Development,3,Other,Male,4,1,Laboratory Technician,1,Single,3578,No,12,3,8,2,3,7,0,7
No,7,55,Research & Development,4,Medical,Male,4,4,Research Director,4,Divorced,14732,No,13,3,31,4,4,7,0,0
Yes,7,46,Sales,3,Marketing,Male,3,3,Sales Executive,4,Divorced,10096,No,11,3,28,1,4,7,4,3
No,7,45,Research & Development,3,Medical,Male,1,3,Healthcare Representative,1,Divorced,10851,Yes,18,3,24,2,3,7,0,7
Yes,7,31,Research & Development,3,Life Sciences,Female,3,1,Research Scientist,3,Single,4084,No,12,3,7,2,1,2,7,7
No,7,29,Research & Development,1,Other,Female,1,2,Healthcare Representative,1,Married,9715,No,13,3,9,3,3,7,0,7
No,7,32,Research & Development,2,Life Sciences,Female,2,2,Research Scientist,2,Married,5878,No,12,3,12,2,3,1,2,5
No,7,39,Sales,3,Medical,Male,4,3,Sales Executive,3,Married,8237,No,11,3,11,3,3,6,7,6
No,7,39,Research & Development,5,Medical,Male,3,2,Manufacturing Director,1,Married,5377,No,13,3,10,3,3,7,7,7
No,7,27,Research & Development,3,Other,Male,2,1,Laboratory Technician,1,Divorced,4066,No,11,3,7,3,3,7,0,7
No,7,25,Research & Development,1,Life Sciences,Male,4,2,Manufacturing Director,3,Divorced,5206,No,17,3,7,6,3,7,0,7
No,7,26,Research & Development,3,Medical,Male,3,1,Laboratory Technician,4,Single,2570,No,20,4,7,5,3,7,5,7
No,7,35,Research & Development,4,Life Sciences,Male,3,2,Manufacturing Director,3,Married,6883,No,16,3,17,3,3,7,0,7
No,7,30,Sales,2,Marketing,Male,2,3,Sales Executive,1,Divorced,7140,No,11,3,12,2,3,7,1,7
No,7,30,Research & Development,3,Life Sciences,Male,4,2,Healthcare Representative,3,Married,5294,No,16,3,10,3,3,0,1,7
No,7,32,Research & Development,4,Technical Degree,Male,3,1,Research Scientist,2,Single,2718,No,14,3,12,3,3,7,0,7
No,7,35,Research & Development,2,Medical,Male,3,2,Manufacturing Director,4,Divorced,5762,No,14,3,15,6,3,7,1,7
Yes,7,34,Research & Development,4,Life Sciences,Male,3,2,Laboratory Technician,1,Married,5346,No,17,3,11,3,2,1,0,7
No,7,30,Research & Development,3,Medical,Female,3,3,Manufacturing Director,3,Single,9667,No,14,3,9,3,3,7,0,2
No,7,40,Research & Development,3,Life Sciences,Female,3,2,Healthcare Representative,1,Divorced,4448,No,12,3,15,3,3,4,7,7
No,7,54,Research & Development,4,Medical,Female,3,2,Research Scientist,4,Married,6854,No,15,3,14,2,2,1,1,7
No,7,43,Sales,4,Life Sciences,Male,3,2,Sales Executive,4,Married,5675,No,20,4,7,5,3,7,7,7
No,7,29,Research & Development,1,Life Sciences,Male,1,2,Healthcare Representative,3,Divorced,6384,No,17,3,11,3,3,0,1,6
No,7,27,Research & Development,3,Life Sciences,Female,2,1,Research Scientist,1,Married,4774,No,19,3,8,2,2,6,7,3
No,7,26,Research & Development,3,Other,Male,4,1,Laboratory Technician,4,Married,2544,No,18,3,8,3,3,7,7,7
No,7,28,Sales,2,Life Sciences,Male,2,2,Sales Executive,4,Married,6834,Yes,12,3,7,2,3,7,0,7
No,7,26,Research & Development,3,Medical,Male,3,1,Laboratory Technician,1,Single,2867,No,13,3,8,6,2,7,7,6
No,7,27,Sales,3,Marketing,Male,3,2,Sales Executive,4,Single,4105,No,14,3,7,5,3,7,0,7
No,7,39,Research & Development,1,Life Sciences,Male,3,2,Research Scientist,4,Single,4108,No,13,3,18,2,3,7,1,7
No,7,39,Research & Development,1,Medical,Male,2,3,Healthcare Representative,1,Married,9991,No,15,3,9,5,3,7,1,7
No,8,33,Research & Development,4,Life Sciences,Female,3,1,Research Scientist,3,Married,2909,Yes,11,3,8,3,3,7,3,0
No,8,50,Research & Development,3,Life Sciences,Female,3,5,Research Director,2,Married,18172,Yes,19,3,28,1,2,3,0,7
No,8,26,Human Resources,1,Life Sciences,Female,3,1,Human Resources,3,Married,2942,No,23,4,8,3,3,7,5,7
No,8,32,Sales,2,Medical,Male,1,2,Sales Executive,4,Divorced,4668,No,17,3,9,2,4,7,0,7
No,8,38,Sales,4,Life Sciences,Female,2,2,Sales Executive,4,Single,8686,No,22,4,12,2,4,3,0,7
No,8,36,Research & Development,2,Medical,Male,3,1,Laboratory Technician,2,Single,2088,No,12,3,13,3,2,7,7,2
No,8,33,Research & Development,3,Medical,Female,3,1,Research Scientist,2,Married,2756,No,13,3,8,5,3,7,1,6
No,8,37,Research & Development,3,Life Sciences,Male,4,1,Research Scientist,1,Married,3564,Yes,12,3,8,3,2,7,1,7
No,8,36,Research & Development,1,Medical,Female,3,1,Laboratory Technician,4,Single,2153,No,13,3,8,2,3,1,1,7
No,8,38,Sales,2,Life Sciences,Male,2,2,Sales Executive,4,Married,5249,No,18,3,13,0,3,7,7,5
No,8,38,Sales,2,Medical,Female,4,2,Sales Executive,1,Divorced,5605,Yes,24,4,8,3,3,0,7,7
No,8,36,Research & Development,3,Technical Degree,Male,3,2,Research Scientist,2,Single,4485,No,12,3,10,2,3,0,7,7
Yes,8,26,Sales,4,Marketing,Male,2,2,Sales Executive,4,Single,5828,Yes,12,3,8,0,3,7,7,4
No,8,28,Research & Development,2,Medical,Male,4,2,Healthcare Representative,1,Single,5661,No,19,3,9,2,3,3,0,7
No,8,31,Sales,3,Technical Degree,Male,4,2,Sales Executive,4,Married,6929,No,11,3,10,3,2,7,7,7
No,8,43,Research & Development,4,Life Sciences,Female,3,1,Laboratory Technician,4,Single,2455,No,19,3,9,5,3,7,1,7
Yes,8,52,Research & Development,4,Medical,Male,2,2,Research Scientist,2,Married,4941,No,15,3,11,3,2,2,7,7
No,8,27,Sales,4,Marketing,Female,3,2,Sales Executive,2,Married,6214,No,18,3,8,3,3,7,0,7
No,8,32,Research & Development,3,Medical,Female,3,1,Laboratory Technician,2,Married,2370,No,13,3,8,4,3,0,0,7
No,8,26,Sales,3,Life Sciences,Male,3,2,Sales Executive,3,Married,5296,No,17,3,8,3,3,7,7,7
Yes,8,41,Sales,3,Marketing,Male,3,2,Sales Executive,2,Single,9355,No,18,3,8,5,3,7,7,7
No,8,35,Research & Development,3,Life Sciences,Male,3,3,Healthcare Representative,3,Married,7632,Yes,12,3,10,2,3,7,0,0
No,8,39,Research & Development,1,Life Sciences,Female,3,1,Laboratory Technician,3,Married,3755,No,11,3,8,3,3,3,0,7
No,8,45,Sales,3,Other,Male,3,2,Sales Executive,2,Married,4805,No,19,3,9,3,4,7,3,7
No,8,41,Research & Development,4,Other,Female,2,2,Healthcare Representative,3,Single,6811,Yes,17,3,10,3,3,7,0,7
No,8,43,Research & Development,5,Medical,Male,3,2,Laboratory Technician,3,Divorced,5679,Yes,13,3,10,3,3,7,4,7
No,8,34,Sales,3,Technical Degree,Female,3,1,Sales Representative,3,Divorced,2579,Yes,18,3,8,3,3,2,0,6
No,8,34,Research & Development,3,Medical,Female,2,3,Healthcare Representative,2,Single,8621,No,14,3,9,3,4,7,7,7
No,8,36,Research & Development,3,Life Sciences,Female,4,3,Research Director,1,Married,11713,No,14,3,10,2,3,7,0,5
No,8,30,Sales,5,Marketing,Male,3,2,Sales Executive,4,Divorced,5304,No,23,4,10,2,2,7,7,7
No,8,39,Human Resources,3,Human Resources,Female,4,2,Human Resources,2,Married,6389,No,15,3,12,3,1,3,3,6
No,8,45,Sales,2,Technical Degree,Male,1,2,Sales Representative,3,Single,6632,No,13,3,9,3,3,7,3,1
No,8,29,Research & Development,3,Medical,Female,3,2,Healthcare Representative,3,Married,4335,No,12,3,11,3,2,7,1,1
No,8,40,Research & Development,2,Medical,Female,4,2,Healthcare Representative,2,Married,4244,No,24,4,8,2,3,7,3,7
No,8,35,Research & Development,3,Other,Male,3,3,Manufacturing Director,3,Single,10221,No,21,4,17,3,4,5,1,6
No,8,28,Sales,4,Marketing,Female,3,2,Sales Executive,2,Married,4779,Yes,20,4,8,2,3,7,7,5
Yes,8,26,Research & Development,2,Medical,Female,2,1,Research Scientist,3,Married,2366,Yes,14,3,8,2,3,7,1,7
No,8,44,Research & Development,2,Life Sciences,Male,3,1,Research Scientist,1,Married,2559,Yes,13,3,8,0,3,7,7,1
No,8,32,Research & Development,4,Medical,Female,3,2,Manufacturing Director,1,Married,6725,No,12,3,8,2,4,7,6,3
No,8,30,Sales,2,Other,Male,3,3,Sales Executive,3,Divorced,7264,No,11,3,10,2,4,4,7,7
No,8,39,Sales,5,Life Sciences,Male,4,3,Sales Executive,3,Single,7880,No,18,3,9,3,3,7,0,7
No,8,46,Research & Development,2,Medical,Male,3,3,Manufacturing Director,3,Divorced,10845,No,13,3,13,3,3,7,0,7
No,8,30,Research & Development,2,Life Sciences,Female,4,3,Research Director,1,Married,11416,Yes,12,3,9,4,2,7,1,7
No,8,26,Research & Development,2,Medical,Male,4,2,Manufacturing Director,4,Married,5472,No,12,3,8,2,3,7,1,3
No,8,55,Research & Development,4,Medical,Male,3,2,Healthcare Representative,2,Married,6385,Yes,14,3,17,3,3,7,6,7
No,8,32,Research & Development,4,Medical,Female,3,1,Laboratory Technician,3,Single,4025,No,12,3,10,2,3,7,7,7
No,8,50,Research & Development,4,Medical,Male,3,5,Research Director,3,Married,19237,Yes,11,3,29,2,2,1,7,7
No,8,28,Research & Development,3,Other,Female,3,2,Research Scientist,3,Single,3660,No,13,3,10,4,4,7,1,7
Yes,8,35,Sales,3,Technical Degree,Male,3,3,Sales Executive,1,Single,9582,Yes,22,4,9,2,3,7,4,7
No,8,52,Research & Development,4,Life Sciences,Male,3,3,Healthcare Representative,2,Single,10445,No,19,3,18,4,3,6,4,0
No,8,38,Sales,4,Marketing,Male,2,3,Sales Executive,3,Divorced,8740,Yes,14,3,9,2,3,7,2,7
No,8,43,Research & Development,3,Life Sciences,Female,3,3,Manufacturing Director,1,Married,10820,No,11,3,18,1,3,7,0,1
No,8,35,Research & Development,4,Medical,Male,2,1,Laboratory Technician,3,Married,2258,No,12,3,10,2,3,0,1,7
No,8,26,Research & Development,4,Medical,Male,4,1,Laboratory Technician,4,Married,4420,No,22,4,8,2,3,7,0,7
No,8,32,Research & Development,2,Life Sciences,Female,3,2,Research Scientist,3,Single,4998,Yes,14,3,10,2,3,7,0,7
No,8,43,Research & Development,3,Life Sciences,Male,1,5,Research Director,4,Married,19740,No,14,3,25,2,3,7,0,7
No,8,26,Research & Development,2,Life Sciences,Male,3,1,Research Scientist,4,Single,2875,Yes,20,4,8,2,2,5,2,2
No,8,30,Research & Development,2,Medical,Female,3,2,Manufacturing Director,3,Single,4695,Yes,18,3,10,3,3,4,1,7
Yes,8,52,Sales,3,Life Sciences,Male,3,3,Sales Executive,2,Single,8446,Yes,19,3,10,2,2,7,7,7
No,8,39,Research & Development,2,Life Sciences,Male,3,2,Manufacturing Director,3,Single,4534,No,11,3,9,6,3,7,1,7
No,8,34,Research & Development,3,Medical,Male,3,2,Laboratory Technician,3,Married,5429,No,13,3,10,1,3,7,7,7
Yes,8,27,Research & Development,4,Life Sciences,Female,3,1,Research Scientist,3,Single,2394,Yes,13,3,8,2,3,2,7,7
Yes,8,29,Research & Development,1,Other,Female,3,3,Healthcare Representative,4,Single,7553,Yes,12,3,9,1,3,7,7,7
No,8,40,Research & Development,4,Other,Male,3,2,Laboratory Technician,3,Divorced,3975,No,11,3,11,2,4,7,0,7
No,8,49,Research & Development,4,Life Sciences,Male,3,3,Healthcare Representative,2,Divorced,10466,No,14,3,29,3,3,7,0,7
No,8,28,Research & Development,1,Life Sciences,Male,1,2,Manufacturing Director,2,Married,6549,No,14,3,8,2,2,6,1,7
No,8,40,Sales,2,Medical,Male,3,2,Sales Executive,1,Married,5473,No,12,3,9,5,4,4,7,1
No,8,48,Sales,4,Life Sciences,Female,3,2,Sales Executive,3,Divorced,6439,No,14,3,18,2,3,7,7,7
No,8,48,Research & Development,4,Other,Female,3,1,Research Scientist,1,Married,2367,No,12,3,10,3,2,2,7,6
No,8,34,Research & Development,4,Technical Degree,Male,2,2,Healthcare Representative,3,Married,5063,No,14,3,8,3,2,2,7,7
No,8,37,Research & Development,3,Medical,Female,3,1,Research Scientist,2,Married,3936,No,11,3,8,2,1,4,7,7
No,8,49,Research & Development,3,Life Sciences,Male,3,4,Manager,3,Single,15379,No,14,3,23,2,3,7,0,0
No,8,44,Research & Development,3,Life Sciences,Female,4,3,Healthcare Representative,4,Married,7879,Yes,19,3,9,2,3,7,6,7
No,8,45,Sales,4,Life Sciences,Female,3,2,Sales Executive,3,Married,5154,No,22,4,10,3,4,7,5,7
Yes,8,46,Sales,3,Life Sciences,Female,3,3,Sales Executive,2,Married,7314,No,21,4,14,2,3,7,0,7
No,8,27,Sales,2,Medical,Female,4,2,Sales Executive,3,Single,6500,No,14,3,9,5,2,7,0,7
No,8,47,Research & Development,4,Technical Degree,Male,3,2,Research Scientist,2,Married,5467,No,18,3,16,4,4,7,1,7
No,8,34,Sales,4,Medical,Male,3,3,Sales Executive,3,Divorced,8628,No,18,3,9,2,2,7,1,1
No,8,38,Research & Development,4,Life Sciences,Male,2,2,Manufacturing Director,3,Married,5321,No,11,3,10,1,3,3,7,7
No,8,34,Sales,3,Marketing,Female,2,2,Sales Executive,3,Married,6712,No,21,4,8,2,3,7,1,7
No,9,38,Research & Development,3,Life Sciences,Male,2,3,Manufacturing Director,3,Single,9526,No,21,4,10,2,3,7,1,8
No,9,29,Research & Development,2,Life Sciences,Female,2,2,Laboratory Technician,3,Single,4193,Yes,12,3,10,3,3,5,0,8
No,9,42,Sales,4,Marketing,Male,3,2,Sales Executive,2,Married,6825,No,11,3,10,2,3,7,4,2
No,9,27,Sales,3,Life Sciences,Male,3,3,Sales Executive,3,Single,8726,No,15,3,9,0,3,8,1,7
No,9,34,Sales,4,Marketing,Male,3,2,Sales Executive,3,Single,4568,No,20,4,10,2,3,5,8,7
No,9,46,Sales,4,Marketing,Male,3,2,Sales Executive,4,Single,5772,Yes,21,4,14,4,3,6,0,8
No,9,35,Sales,5,Life Sciences,Male,3,3,Sales Executive,1,Married,9069,No,22,4,9,3,2,8,1,8
No,9,32,Research & Development,3,Medical,Male,3,2,Manufacturing Director,4,Married,6162,Yes,22,4,9,3,3,8,7,8
Yes,9,46,Sales,2,Medical,Male,2,3,Sales Executive,4,Single,9619,No,16,3,9,3,3,8,4,7
Yes,9,34,Research & Development,3,Life Sciences,Male,1,2,Laboratory Technician,3,Single,6074,Yes,24,4,9,3,3,7,0,6
No,9,36,Sales,2,Technical Degree,Female,3,3,Sales Executive,4,Married,9738,No,14,3,10,6,3,7,2,8
No,9,41,Sales,1,Life Sciences,Male,3,3,Sales Executive,3,Divorced,8189,Yes,13,3,12,2,3,7,0,7
No,9,32,Sales,3,Marketing,Female,3,3,Sales Executive,4,Single,8998,No,14,3,9,2,3,8,3,7
No,9,41,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,3,Divorced,2451,No,12,3,13,2,3,8,1,8
No,9,37,Sales,4,Marketing,Male,3,1,Sales Representative,4,Divorced,2793,No,17,3,13,2,3,8,5,8
Yes,9,33,Research & Development,2,Life Sciences,Female,3,1,Laboratory Technician,1,Married,2707,No,20,4,13,3,4,7,1,7
No,9,40,Research & Development,2,Technical Degree,Male,3,2,Research Scientist,4,Divorced,3319,No,17,3,9,3,3,8,4,7
No,9,42,Research & Development,3,Medical,Female,2,1,Laboratory Technician,1,Divorced,2593,Yes,11,3,10,4,3,6,7,8
No,9,31,Research & Development,3,Medical,Male,2,2,Healthcare Representative,4,Married,5582,No,21,4,10,2,3,0,7,8
No,9,36,Research & Development,4,Life Sciences,Female,3,2,Laboratory Technician,2,Married,5674,No,15,3,11,3,3,8,0,8
No,9,43,Research & Development,4,Life Sciences,Female,2,2,Laboratory Technician,3,Divorced,5257,No,11,3,9,3,4,7,0,0
No,9,30,Sales,4,Other,Female,3,3,Sales Executive,1,Married,8412,No,11,3,10,3,3,8,7,8
No,9,48,Sales,5,Marketing,Female,3,2,Sales Executive,4,Married,4051,No,14,3,14,2,3,7,6,7
No,9,37,Sales,4,Medical,Male,3,3,Sales Executive,2,Divorced,8834,No,13,3,9,6,3,5,7,7
No,9,54,Human Resources,4,Medical,Male,3,3,Human Resources,2,Married,10725,No,15,3,16,1,4,7,7,1
No,9,38,Research & Development,4,Life Sciences,Female,4,2,Healthcare Representative,4,Single,7625,No,13,3,10,4,2,7,1,8
No,9,27,Research & Development,2,Life Sciences,Female,3,3,Manufacturing Director,1,Married,7412,No,11,3,9,3,3,7,0,7
No,9,27,Research & Development,2,Life Sciences,Male,3,3,Manufacturing Director,1,Divorced,8793,No,21,4,9,4,2,7,1,7
No,9,36,Research & Development,3,Other,Female,3,2,Manufacturing Director,2,Married,5228,No,15,3,10,2,3,7,0,5
No,9,42,Research & Development,3,Life Sciences,Male,3,2,Manufacturing Director,2,Married,4434,No,13,3,10,3,2,8,7,8
Yes,9,49,Sales,3,Marketing,Female,3,3,Sales Executive,4,Married,7654,No,18,3,9,3,4,8,7,7
Yes,9,55,Sales,1,Medical,Male,3,2,Sales Executive,4,Single,5160,No,16,3,12,3,2,7,7,3
No,9,27,Research & Development,1,Technical Degree,Male,2,3,Research Director,4,Divorced,12808,Yes,16,3,9,3,3,8,0,8
No,9,33,Sales,3,Medical,Male,4,2,Sales Executive,1,Divorced,4037,No,22,4,9,5,3,8,0,8
No,9,52,Research & Development,4,Medical,Female,2,4,Manufacturing Director,4,Married,13826,No,22,4,31,3,3,8,0,0
No,9,31,Sales,2,Marketing,Female,3,2,Sales Executive,3,Married,6932,No,13,3,9,2,2,8,0,0
No,9,31,Research & Development,3,Medical,Female,3,2,Healthcare Representative,4,Married,5855,Yes,11,3,10,2,1,7,8,5
No,9,45,Research & Development,2,Life Sciences,Male,3,2,Laboratory Technician,2,Married,4447,No,12,3,9,5,2,7,0,8
No,9,52,Research & Development,2,Life Sciences,Male,3,4,Manager,4,Married,17099,No,15,3,26,2,2,8,7,8
No,9,45,Research & Development,2,Life Sciences,Male,3,2,Laboratory Technician,1,Married,3633,Yes,15,3,9,2,3,8,0,8
No,9,47,Sales,2,Life Sciences,Female,3,2,Sales Executive,4,Single,4163,Yes,17,3,9,0,3,0,0,7
No,9,45,Sales,2,Life Sciences,Female,3,4,Manager,4,Married,17650,No,13,3,26,4,4,3,1,1
No,9,54,Sales,4,Life Sciences,Female,2,3,Sales Executive,3,Married,10686,No,11,3,13,4,3,4,7,0
No,9,55,Research & Development,1,Medical,Male,2,4,Manager,1,Single,16756,No,15,3,31,3,4,7,6,2
No,9,28,Research & Development,3,Medical,Female,3,3,Manufacturing Director,2,Divorced,7655,No,17,3,10,3,2,7,1,7
No,9,49,Sales,4,Technical Degree,Male,2,4,Sales Executive,2,Married,13120,No,17,3,22,3,3,8,2,3
No,9,27,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,1,Married,2235,Yes,14,3,9,3,2,7,6,8
No,9,33,Sales,5,Marketing,Male,4,3,Sales Executive,3,Divorced,8380,Yes,14,3,10,3,3,8,0,8
No,9,59,Research & Development,4,Medical,Male,3,3,Manufacturing Director,4,Single,10512,No,12,3,25,6,2,7,5,4
No,9,30,Research & Development,3,Technical Degree,Female,2,2,Laboratory Technician,4,Married,4627,No,12,3,10,6,3,2,6,7
No,9,28,Research & Development,3,Life Sciences,Female,1,2,Laboratory Technician,4,Married,6674,No,11,3,10,6,3,8,7,5
No,9,30,Research & Development,4,Medical,Female,3,3,Manager,1,Married,11916,Yes,23,4,9,2,3,1,0,8
No,9,34,Research & Development,3,Life Sciences,Male,3,3,Healthcare Representative,4,Divorced,8500,No,11,3,10,0,2,7,1,6
No,9,40,Research & Development,3,Life Sciences,Male,3,2,Research Scientist,4,Single,4661,No,13,3,9,4,3,8,8,8
No,9,41,Sales,3,Marketing,Female,3,2,Sales Executive,1,Divorced,4103,No,17,3,10,2,3,3,1,7
No,9,35,Research & Development,4,Life Sciences,Male,3,2,Research Scientist,3,Single,4249,Yes,11,3,9,3,3,6,1,1
No,9,35,Research & Development,3,Medical,Female,2,2,Laboratory Technician,4,Married,5363,No,12,3,10,0,3,7,0,0
No,9,58,Research & Development,3,Medical,Female,3,5,Research Director,1,Married,19701,Yes,21,4,32,3,3,8,1,5
No,9,40,Research & Development,1,Medical,Male,2,3,Research Director,2,Divorced,13757,No,11,3,16,5,3,8,4,8
No,9,53,Research & Development,3,Medical,Male,4,4,Research Director,2,Single,16598,No,12,3,35,2,2,8,8,8
Yes,9,29,Research & Development,4,Technical Degree,Male,2,1,Research Scientist,1,Single,2362,No,13,3,11,2,1,7,0,7
No,9,38,Sales,3,Life Sciences,Male,3,2,Sales Executive,2,Married,9924,No,11,3,10,3,3,8,7,7
No,9,34,Research & Development,4,Life Sciences,Male,4,2,Manufacturing Director,4,Divorced,4724,No,13,3,9,3,3,7,7,2
No,9,49,Research & Development,4,Life Sciences,Female,3,1,Laboratory Technician,1,Married,3211,No,14,3,10,3,2,6,1,4
No,9,39,Research & Development,3,Medical,Female,3,2,Manufacturing Director,3,Single,5042,No,13,3,10,2,1,2,3,8
No,9,32,Research & Development,3,Medical,Male,3,2,Research Scientist,2,Divorced,5470,No,13,3,10,4,2,5,1,6
Yes,9,48,Sales,2,Medical,Female,3,1,Sales Representative,3,Married,2655,Yes,11,3,19,3,3,7,7,7
No,9,39,Research & Development,3,Life Sciences,Male,3,2,Laboratory Technician,4,Married,6472,Yes,15,3,9,2,3,8,5,8
No,9,30,Research & Development,4,Technical Degree,Female,2,1,Research Scientist,1,Single,4968,No,16,3,10,2,3,7,0,7
No,9,33,Research & Development,3,Technical Degree,Male,3,2,Research Scientist,2,Divorced,3055,No,15,3,11,2,2,8,1,7
No,9,43,Human Resources,3,Life Sciences,Male,3,1,Human Resources,4,Single,3539,No,13,3,10,5,3,7,1,8
Yes,9,46,Research & Development,2,Medical,Female,3,2,Healthcare Representative,2,Married,8926,No,22,4,13,2,4,7,3,7
No,9,46,Research & Development,2,Life Sciences,Male,3,3,Manufacturing Director,4,Divorced,8578,No,14,3,12,4,2,8,4,7
No,9,27,Sales,1,Medical,Female,2,2,Sales Representative,3,Married,3540,No,21,4,9,5,3,8,5,8
No,9,45,Research & Development,2,Life Sciences,Female,2,2,Manufacturing Director,4,Married,5906,No,13,3,10,2,2,8,3,8
No,9,33,Research & Development,2,Life Sciences,Male,3,2,Healthcare Representative,3,Divorced,5968,No,20,4,9,2,3,7,2,8
No,9,33,Research & Development,2,Medical,Female,3,2,Healthcare Representative,4,Married,4878,Yes,13,3,10,6,3,7,8,1
No,9,52,Sales,4,Life Sciences,Male,3,1,Sales Representative,4,Divorced,3482,No,15,3,16,3,2,8,0,0
No,9,36,Sales,3,Medical,Female,2,3,Sales Executive,4,Married,7644,No,19,3,10,2,3,7,3,4
No,9,35,Human Resources,4,Life Sciences,Female,3,3,Human Resources,4,Single,8837,Yes,16,3,9,2,3,0,1,7
No,9,31,Research & Development,3,Medical,Male,3,2,Manufacturing Director,1,Single,9936,No,19,3,10,2,3,4,1,7
No,9,49,Sales,3,Medical,Male,2,2,Sales Executive,2,Married,5390,No,14,3,17,3,2,6,0,8
No,10,49,Research & Development,1,Life Sciences,Male,2,2,Research Scientist,2,Married,5130,No,23,4,10,3,3,7,1,7
No,10,29,Research & Development,4,Life Sciences,Female,4,3,Manufacturing Director,1,Divorced,9980,No,11,3,10,1,3,9,8,8
Yes,10,32,Research & Development,1,Life Sciences,Female,1,1,Research Scientist,1,Single,3919,Yes,22,4,10,5,3,2,6,7
No,10,30,Research & Development,2,Medical,Male,2,1,Laboratory Technician,3,Single,2206,No,13,3,10,5,3,0,1,8
No,10,38,Research & Development,5,Life Sciences,Female,3,2,Laboratory Technician,4,Single,2406,No,11,3,10,2,3,3,9,9
No,10,32,Research & Development,3,Life Sciences,Male,3,2,Research Scientist,2,Married,6220,No,17,3,10,3,3,4,0,9
No,10,30,Research & Development,1,Life Sciences,Male,2,2,Laboratory Technician,4,Married,5126,Yes,12,3,10,1,2,8,3,0
No,10,51,Sales,4,Marketing,Male,3,2,Sales Executive,4,Single,5441,Yes,22,4,11,2,1,7,1,0
No,10,46,Research & Development,3,Medical,Male,2,3,Healthcare Representative,1,Married,10673,Yes,13,3,21,5,2,9,9,5
No,10,30,Research & Development,3,Life Sciences,Male,1,1,Research Scientist,3,Divorced,2613,No,25,4,10,2,2,7,0,9
No,10,35,Sales,5,Marketing,Male,3,3,Sales Executive,2,Married,7295,No,13,3,10,3,3,8,0,6
No,10,29,Research & Development,1,Technical Degree,Male,3,2,Manufacturing Director,3,Married,4319,No,13,3,10,1,3,7,0,9
No,10,30,Sales,3,Life Sciences,Female,3,3,Sales Executive,4,Married,9419,No,12,3,12,2,3,9,7,4
No,10,34,Research & Development,1,Life Sciences,Male,2,2,Manufacturing Director,3,Married,9547,No,17,3,10,2,2,9,1,9
Yes,10,29,Sales,3,Marketing,Female,3,3,Sales Executive,4,Married,7639,No,22,4,10,3,2,4,1,9
No,10,51,Research & Development,4,Life Sciences,Male,2,3,Research Director,2,Married,12490,No,16,3,16,5,1,9,4,7
No,10,37,Research & Development,3,Other,Male,3,3,Research Director,4,Divorced,12185,Yes,14,3,10,1,3,8,0,7
No,10,35,Sales,3,Marketing,Female,3,3,Sales Executive,3,Single,8789,No,14,3,10,3,4,7,0,8
Yes,10,47,Research & Development,4,Life Sciences,Male,3,3,Manager,2,Married,11849,Yes,12,3,10,2,2,7,9,9
No,10,50,Research & Development,1,Life Sciences,Male,3,5,Research Director,2,Divorced,19144,No,14,3,28,4,2,4,1,6
No,10,29,Sales,2,Life Sciences,Male,3,2,Sales Executive,4,Single,4554,No,18,3,10,3,2,7,0,9
No,10,55,Research & Development,2,Technical Degree,Male,3,2,Laboratory Technician,4,Married,5415,Yes,19,3,12,4,3,7,0,8
No,10,38,Research & Development,2,Life Sciences,Female,2,3,Research Director,2,Married,12061,No,17,3,19,2,3,8,0,1
No,10,33,Research & Development,4,Life Sciences,Female,3,3,Manager,2,Married,11878,No,11,3,12,2,3,6,8,8
No,10,30,Research & Development,2,Medical,Female,3,2,Research Scientist,4,Married,5775,No,13,3,11,2,3,8,1,9
No,10,31,Research & Development,2,Life Sciences,Female,2,3,Manufacturing Director,3,Married,8943,No,24,4,10,2,3,9,8,9
